Date,Year,County,Cumulative_cases,Cumulative_deaths,Daily_cases,Daily_deaths
1/11/2022,2022,Washington,3642,30,48,0
1/12/2022,2022,Washington,3674,30,32,0
1/13/2022,2022,Washington,3699,30,25,0
1/14/2022,2022,Washington,3741,31,42,1
1/15/2022,2022,Washington,3741,31,0,0
1/16/2022,2022,Washington,3741,31,0,0
1/17/2022,2022,Washington,3810,31,69,0
1/18/2022,2022,Washington,3848,31,38,0
1/19/2022,2022,Washington,3908,31,60,0
1/20/2022,2022,Washington,3943,31,35,0
1/21/2022,2022,Washington,3973,31,30,0
1/22/2022,2022,Washington,3973,31,0,0
1/23/2022,2022,Washington,3973,31,0,0
1/24/2022,2022,Washington,4060,31,87,0
1/25/2022,2022,Washington,4113,31,53,0
1/26/2022,2022,Washington,4136,31,23,0
1/27/2022,2022,Washington,4173,31,37,0
1/28/2022,2022,Washington,4197,31,24,0
1/29/2022,2022,Washington,4197,31,0,0
1/30/2022,2022,Washington,4197,31,0,0
1/31/2022,2022,Washington,4244,31,47,0
2/1/2022,2022,Washington,4244,33,0,2
2/2/2022,2022,Washington,4279,33,35,0
2/3/2022,2022,Washington,4294,33,15,0
2/4/2022,2022,Washington,4308,33,14,0
2/5/2022,2022,Washington,4308,33,0,0
2/6/2022,2022,Washington,4308,33,0,0
2/7/2022,2022,Washington,4321,33,13,0
2/8/2022,2022,Washington,4329,33,8,0
2/9/2022,2022,Washington,4331,33,2,0
2/10/2022,2022,Washington,4337,33,6,0
2/11/2022,2022,Washington,4344,33,7,0
2/12/2022,2022,Washington,4344,33,0,0
2/13/2022,2022,Washington,4344,33,0,0
2/14/2022,2022,Washington,4349,33,5,0
2/15/2022,2022,Washington,4356,33,7,0
2/16/2022,2022,Washington,4355,34,0,1
2/17/2022,2022,Washington,4361,34,5,0
2/18/2022,2022,Washington,4369,34,8,0
2/19/2022,2022,Washington,4369,34,0,0
2/20/2022,2022,Washington,4369,34,0,0
2/21/2022,2022,Washington,4375,34,6,0
2/22/2022,2022,Washington,4376,34,1,0
2/23/2022,2022,Washington,4378,34,2,0
2/24/2022,2022,Washington,4375,34,0,0
2/25/2022,2022,Washington,4374,34,0,0
2/26/2022,2022,Washington,4374,34,0,0
2/27/2022,2022,Washington,4374,34,0,0
2/28/2022,2022,Washington,4539,34,161,0
3/1/2022,2022,Washington,4541,34,2,0
3/2/2022,2022,Washington,4545,34,4,0
3/3/2022,2022,Washington,4539,34,0,0
3/4/2022,2022,Washington,4541,34,0,0
3/5/2022,2022,Washington,4541,34,0,0
3/6/2022,2022,Washington,4541,34,0,0
3/7/2022,2022,Washington,4540,34,0,0
3/8/2022,2022,Washington,4537,34,0,0
3/9/2022,2022,Washington,4538,34,0,0
3/10/2022,2022,Washington,4539,36,0,2
3/11/2022,2022,Washington,4539,36,0,0
3/12/2022,2022,Washington,4539,36,0,0
3/13/2022,2022,Washington,4539,36,0,0
3/14/2022,2022,Washington,4545,36,0,0
3/15/2022,2022,Washington,4543,36,0,0
3/16/2022,2022,Washington,4547,36,2,0
3/17/2022,2022,Washington,4546,36,0,0
3/18/2022,2022,Washington,4546,36,0,0
3/19/2022,2022,Washington,4549,36,2,0
3/20/2022,2022,Washington,4549,36,0,0
3/21/2022,2022,Washington,4544,36,0,0
3/22/2022,2022,Washington,4544,36,0,0
3/23/2022,2022,Washington,4544,36,0,0
3/24/2022,2022,Washington,4544,36,0,0
3/25/2022,2022,Washington,4544,36,0,0
3/26/2022,2022,Washington,4544,36,0,0
3/27/2022,2022,Washington,4544,36,0,0
3/28/2022,2022,Washington,4553,36,4,0
3/29/2022,2022,Washington,4552,36,0,0
3/30/2022,2022,Washington,4547,36,0,0
3/31/2022,2022,Washington,4546,36,0,0
4/1/2022,2022,Washington,4546,36,0,0
4/2/2022,2022,Washington,4546,36,0,0
4/3/2022,2022,Washington,4546,36,0,0
4/4/2022,2022,Washington,4544,36,0,0
4/5/2022,2022,Washington,4546,36,0,0
4/6/2022,2022,Washington,4542,36,0,0
4/7/2022,2022,Washington,4542,36,0,0
4/8/2022,2022,Washington,4542,36,0,0
4/9/2022,2022,Washington,4542,36,0,0
4/10/2022,2022,Washington,4542,36,0,0
4/11/2022,2022,Washington,4543,36,0,0
4/12/2022,2022,Washington,4547,36,0,0
4/13/2022,2022,Washington,4547,43,0,7
4/14/2022,2022,Washington,4547,43,0,0
4/15/2022,2022,Washington,4547,43,0,0
4/16/2022,2022,Washington,4547,43,0,0
4/17/2022,2022,Washington,4547,43,0,0
4/18/2022,2022,Washington,4549,43,0,0
4/19/2022,2022,Washington,4551,43,0,0
4/20/2022,2022,Washington,4551,43,0,0
4/21/2022,2022,Washington,4551,43,0,0
4/22/2022,2022,Washington,4570,43,17,0
4/23/2022,2022,Washington,4570,43,0,0
4/24/2022,2022,Washington,4570,43,0,0
4/25/2022,2022,Washington,4571,43,1,0
4/26/2022,2022,Washington,4572,43,1,0
4/27/2022,2022,Washington,4576,43,4,0
4/28/2022,2022,Washington,4579,43,3,0
4/29/2022,2022,Washington,4585,43,6,0
4/30/2022,2022,Washington,4585,43,0,0
5/1/2022,2022,Washington,4585,43,0,0
5/2/2022,2022,Washington,4585,43,0,0
5/3/2022,2022,Washington,4585,43,0,0
5/4/2022,2022,Washington,4585,43,0,0
5/5/2022,2022,Washington,4595,43,10,0
5/6/2022,2022,Washington,4595,43,0,0
5/7/2022,2022,Washington,4595,43,0,0
5/8/2022,2022,Washington,4595,43,0,0
5/9/2022,2022,Washington,4598,43,3,0
5/10/2022,2022,Washington,4598,43,0,0
5/11/2022,2022,Washington,4575,43,0,0
5/12/2022,2022,Washington,4575,43,0,0
5/13/2022,2022,Washington,4582,45,0,2
5/14/2022,2022,Washington,4582,45,0,0
5/15/2022,2022,Washington,4582,45,0,0
5/16/2022,2022,Washington,4582,45,0,0
5/17/2022,2022,Washington,4582,45,0,0
5/18/2022,2022,Washington,4582,45,0,0
5/19/2022,2022,Washington,4587,45,0,0
5/20/2022,2022,Washington,4587,45,0,0
5/21/2022,2022,Washington,4587,45,0,0
5/22/2022,2022,Washington,4587,45,0,0
5/23/2022,2022,Washington,4587,45,0,0
5/24/2022,2022,Washington,4598,45,0,0
5/25/2022,2022,Washington,4603,45,5,0
5/26/2022,2022,Washington,4603,45,0,0
5/27/2022,2022,Washington,4612,45,9,0
5/28/2022,2022,Washington,4612,45,0,0
5/29/2022,2022,Washington,4612,45,0,0
5/30/2022,2022,Washington,4612,45,0,0
5/31/2022,2022,Washington,4619,45,7,0
6/1/2022,2022,Washington,4631,45,12,0
6/2/2022,2022,Washington,4631,45,0,0
6/3/2022,2022,Washington,4633,45,2,0
6/4/2022,2022,Washington,4633,45,0,0
6/5/2022,2022,Washington,4633,45,0,0
6/6/2022,2022,Washington,4640,45,7,0
6/7/2022,2022,Washington,4644,45,4,0
6/8/2022,2022,Washington,4644,45,0,0
6/9/2022,2022,Washington,4644,45,0,0
6/10/2022,2022,Washington,4659,45,15,0
6/11/2022,2022,Washington,4659,45,0,0
6/12/2022,2022,Washington,4659,45,0,0
6/13/2022,2022,Washington,4659,45,0,0
6/14/2022,2022,Washington,4669,45,10,0
6/15/2022,2022,Washington,4669,45,0,0
6/16/2022,2022,Washington,4669,45,0,0
6/17/2022,2022,Washington,4679,45,10,0
6/18/2022,2022,Washington,4679,45,0,0
6/19/2022,2022,Washington,4679,45,0,0
6/20/2022,2022,Washington,4679,45,0,0
6/21/2022,2022,Washington,4686,45,7,0
6/22/2022,2022,Washington,4699,45,13,0
6/23/2022,2022,Washington,4699,45,0,0
6/24/2022,2022,Washington,4699,45,0,0
6/25/2022,2022,Washington,4699,45,0,0
6/26/2022,2022,Washington,4699,45,0,0
6/27/2022,2022,Washington,4710,45,11,0
6/28/2022,2022,Washington,4710,45,0,0
6/29/2022,2022,Washington,4720,45,10,0
6/30/2022,2022,Washington,4720,45,0,0
7/1/2022,2022,Washington,4720,45,0,0
7/2/2022,2022,Washington,4720,45,0,0
7/3/2022,2022,Washington,4720,45,0,0
7/4/2022,2022,Washington,4720,45,0,0
7/5/2022,2022,Washington,4740,45,20,0
7/6/2022,2022,Washington,4747,45,7,0
7/7/2022,2022,Washington,4747,45,0,0
7/8/2022,2022,Washington,4764,45,17,0
7/9/2022,2022,Washington,4764,45,0,0
7/10/2022,2022,Washington,4764,45,0,0
7/11/2022,2022,Washington,4764,45,0,0
7/12/2022,2022,Washington,4764,45,0,0
7/13/2022,2022,Washington,4799,45,35,0
7/14/2022,2022,Washington,4799,45,0,0
7/15/2022,2022,Washington,4804,45,5,0
7/16/2022,2022,Washington,4804,45,0,0
7/17/2022,2022,Washington,4804,45,0,0
7/18/2022,2022,Washington,4804,45,0,0
7/19/2022,2022,Washington,4804,45,0,0
7/20/2022,2022,Washington,4830,45,26,0
7/21/2022,2022,Washington,4830,45,0,0
7/22/2022,2022,Washington,4850,45,20,0
7/23/2022,2022,Washington,4850,45,0,0
7/24/2022,2022,Washington,4850,45,0,0
7/25/2022,2022,Washington,4850,45,0,0
7/26/2022,2022,Washington,4850,45,0,0
7/27/2022,2022,Washington,4869,45,19,0
7/28/2022,2022,Washington,4869,45,0,0
7/29/2022,2022,Washington,4884,45,15,0
7/30/2022,2022,Washington,4884,45,0,0
7/31/2022,2022,Washington,4884,45,0,0
8/1/2022,2022,Washington,4884,45,0,0
8/2/2022,2022,Washington,4884,45,0,0
8/3/2022,2022,Washington,4916,45,32,0
8/4/2022,2022,Washington,4916,45,0,0
8/5/2022,2022,Washington,4926,45,10,0
8/6/2022,2022,Washington,4926,45,0,0
8/7/2022,2022,Washington,4926,45,0,0
8/8/2022,2022,Washington,4926,45,0,0
8/9/2022,2022,Washington,4926,45,0,0
8/10/2022,2022,Washington,4955,45,29,0
8/11/2022,2022,Washington,4955,45,0,0
8/12/2022,2022,Washington,4958,45,3,0
8/13/2022,2022,Washington,4958,45,0,0
8/14/2022,2022,Washington,4958,45,0,0
8/15/2022,2022,Washington,4958,45,0,0
8/16/2022,2022,Washington,4958,45,0,0
8/17/2022,2022,Washington,5001,45,43,0
8/18/2022,2022,Washington,5001,45,0,0
8/19/2022,2022,Washington,5011,45,10,0
8/20/2022,2022,Washington,5011,45,0,0
8/21/2022,2022,Washington,5011,45,0,0
8/22/2022,2022,Washington,5011,45,0,0
8/23/2022,2022,Washington,5011,45,0,0
8/24/2022,2022,Washington,5032,45,21,0
8/25/2022,2022,Washington,5032,45,0,0
8/26/2022,2022,Washington,5046,45,14,0
8/27/2022,2022,Washington,5046,45,0,0
8/28/2022,2022,Washington,5046,45,0,0
8/29/2022,2022,Washington,5046,45,0,0
8/30/2022,2022,Washington,5046,45,0,0
8/31/2022,2022,Washington,5069,45,23,0
9/1/2022,2022,Washington,5069,45,0,0
9/2/2022,2022,Washington,5069,45,0,0
9/3/2022,2022,Washington,5069,45,0,0
9/4/2022,2022,Washington,5069,45,0,0
9/5/2022,2022,Washington,5069,45,0,0
9/6/2022,2022,Washington,5069,45,0,0
9/7/2022,2022,Washington,5087,45,18,0
9/8/2022,2022,Washington,5087,45,0,0
9/9/2022,2022,Washington,5100,45,13,0
9/10/2022,2022,Washington,5100,45,0,0
9/11/2022,2022,Washington,5100,45,0,0
9/12/2022,2022,Washington,5100,45,0,0
9/13/2022,2022,Washington,5100,45,0,0
9/14/2022,2022,Washington,5107,45,7,0
9/15/2022,2022,Washington,5107,45,0,0
9/16/2022,2022,Washington,5110,45,3,0
9/17/2022,2022,Washington,5110,45,0,0
9/18/2022,2022,Washington,5110,45,0,0
9/19/2022,2022,Washington,5110,45,0,0
9/20/2022,2022,Washington,5110,45,0,0
9/21/2022,2022,Washington,5125,45,15,0
9/22/2022,2022,Washington,5125,45,0,0
9/23/2022,2022,Washington,5132,45,7,0
9/24/2022,2022,Washington,5132,45,0,0
9/25/2022,2022,Washington,5132,45,0,0
9/26/2022,2022,Washington,5132,45,0,0
9/27/2022,2022,Washington,5132,45,0,0
9/28/2022,2022,Washington,5132,45,0,0
9/29/2022,2022,Washington,5132,45,0,0
9/30/2022,2022,Washington,5132,45,0,0
10/1/2022,2022,Washington,5132,45,0,0
10/2/2022,2022,Washington,5132,45,0,0
10/3/2022,2022,Washington,5132,45,0,0
10/4/2022,2022,Washington,5146,49,14,4
10/5/2022,2022,Washington,5146,49,0,0
10/6/2022,2022,Washington,5146,49,0,0
10/7/2022,2022,Washington,5146,49,0,0
10/8/2022,2022,Washington,5146,49,0,0
10/9/2022,2022,Washington,5146,49,0,0
10/10/2022,2022,Washington,5146,49,0,0
10/11/2022,2022,Washington,5146,49,0,0
10/12/2022,2022,Washington,5146,49,0,0
10/13/2022,2022,Washington,5146,49,0,0
10/14/2022,2022,Washington,5158,49,12,0
10/15/2022,2022,Washington,5158,49,0,0
10/16/2022,2022,Washington,5158,49,0,0
10/17/2022,2022,Washington,5158,49,0,0
10/18/2022,2022,Washington,5158,49,0,0
10/19/2022,2022,Washington,5158,49,0,0
10/20/2022,2022,Washington,5158,49,0,0
10/21/2022,2022,Washington,5161,49,3,0
10/22/2022,2022,Washington,5161,49,0,0
10/23/2022,2022,Washington,5161,49,0,0
10/24/2022,2022,Washington,5161,49,0,0
10/25/2022,2022,Washington,5161,49,0,0
10/26/2022,2022,Washington,5161,49,0,0
10/27/2022,2022,Washington,5161,49,0,0
10/28/2022,2022,Washington,5174,49,13,0
10/29/2022,2022,Washington,5174,49,0,0
10/30/2022,2022,Washington,5174,49,0,0
10/31/2022,2022,Washington,5174,49,0,0
11/1/2022,2022,Washington,5174,49,0,0
11/2/2022,2022,Washington,5174,49,0,0
11/3/2022,2022,Washington,5174,49,0,0
