Date,Year,County,Cumulative_cases,Cumulative_deaths,Daily_cases,Daily_deaths
2/17/2020,2020,Douglas,10,0,10,0
2/18/2020,2020,Douglas,10,0,0,0
2/19/2020,2020,Douglas,10,0,0,0
2/20/2020,2020,Douglas,11,0,1,0
2/21/2020,2020,Douglas,11,0,0,0
2/22/2020,2020,Douglas,11,0,0,0
2/23/2020,2020,Douglas,11,0,0,0
2/24/2020,2020,Douglas,12,0,1,0
2/25/2020,2020,Douglas,13,0,1,0
2/26/2020,2020,Douglas,13,0,0,0
2/27/2020,2020,Douglas,13,0,0,0
2/28/2020,2020,Douglas,13,0,0,0
2/29/2020,2020,Douglas,13,0,0,0
3/1/2020,2020,Douglas,13,0,0,0
3/2/2020,2020,Douglas,13,0,0,0
3/3/2020,2020,Douglas,13,0,0,0
3/4/2020,2020,Douglas,13,0,0,0
3/5/2020,2020,Douglas,13,0,0,0
3/6/2020,2020,Douglas,14,0,1,0
3/7/2020,2020,Douglas,14,0,0,0
3/8/2020,2020,Douglas,16,0,2,0
3/9/2020,2020,Douglas,16,0,0,0
3/10/2020,2020,Douglas,17,0,1,0
3/11/2020,2020,Douglas,23,0,6,0
3/12/2020,2020,Douglas,23,0,0,0
3/13/2020,2020,Douglas,26,0,3,0
3/14/2020,2020,Douglas,28,0,2,0
3/15/2020,2020,Douglas,30,0,2,0
3/16/2020,2020,Douglas,32,0,2,0
3/17/2020,2020,Douglas,33,0,1,0
3/18/2020,2020,Douglas,37,0,4,0
3/19/2020,2020,Douglas,37,0,0,0
3/20/2020,2020,Douglas,40,0,3,0
3/21/2020,2020,Douglas,46,0,6,0
3/22/2020,2020,Douglas,46,0,0,0
3/23/2020,2020,Douglas,50,0,4,0
3/24/2020,2020,Douglas,52,0,2,0
3/25/2020,2020,Douglas,54,0,2,0
3/26/2020,2020,Douglas,58,0,4,0
3/27/2020,2020,Douglas,60,1,2,1
3/28/2020,2020,Douglas,74,1,14,0
3/29/2020,2020,Douglas,79,1,5,0
3/30/2020,2020,Douglas,104,1,25,0
3/31/2020,2020,Douglas,113,1,9,0
4/1/2020,2020,Douglas,116,1,3,0
4/2/2020,2020,Douglas,130,1,14,0
4/3/2020,2020,Douglas,138,1,8,0
4/4/2020,2020,Douglas,148,3,10,2
4/5/2020,2020,Douglas,158,3,10,0
4/6/2020,2020,Douglas,173,4,15,1
4/7/2020,2020,Douglas,189,5,16,1
4/8/2020,2020,Douglas,199,5,10,0
4/9/2020,2020,Douglas,225,6,26,1
4/10/2020,2020,Douglas,236,7,11,1
4/11/2020,2020,Douglas,244,7,8,0
4/12/2020,2020,Douglas,256,7,12,0
4/13/2020,2020,Douglas,261,7,5,0
4/14/2020,2020,Douglas,269,8,8,1
4/15/2020,2020,Douglas,273,8,4,0
4/16/2020,2020,Douglas,280,8,7,0
4/17/2020,2020,Douglas,287,8,7,0
4/18/2020,2020,Douglas,297,8,10,0
4/19/2020,2020,Douglas,302,8,5,0
4/20/2020,2020,Douglas,313,10,11,2
4/21/2020,2020,Douglas,319,14,6,4
4/22/2020,2020,Douglas,324,14,5,0
4/23/2020,2020,Douglas,362,14,38,0
4/24/2020,2020,Douglas,390,14,28,0
4/25/2020,2020,Douglas,396,14,6,0
4/26/2020,2020,Douglas,433,14,37,0
4/27/2020,2020,Douglas,476,14,43,0
4/28/2020,2020,Douglas,518,15,42,1
4/29/2020,2020,Douglas,594,16,76,1
4/30/2020,2020,Douglas,670,16,76,0
5/1/2020,2020,Douglas,758,16,88,0
5/2/2020,2020,Douglas,825,16,67,0
5/3/2020,2020,Douglas,879,16,54,0
5/4/2020,2020,Douglas,977,16,98,0
5/5/2020,2020,Douglas,1049,16,72,0
5/6/2020,2020,Douglas,1127,17,78,1
5/7/2020,2020,Douglas,1235,17,108,0
5/8/2020,2020,Douglas,1356,17,121,0
5/9/2020,2020,Douglas,1515,18,159,1
5/10/2020,2020,Douglas,1610,20,95,2
5/11/2020,2020,Douglas,1649,21,39,1
5/12/2020,2020,Douglas,1729,21,80,0
5/13/2020,2020,Douglas,1801,21,72,0
5/14/2020,2020,Douglas,1925,23,124,2
5/15/2020,2020,Douglas,2107,24,182,1
5/16/2020,2020,Douglas,2319,24,212,0
5/17/2020,2020,Douglas,2428,24,109,0
5/18/2020,2020,Douglas,2492,24,64,0
5/19/2020,2020,Douglas,2597,24,105,0
5/20/2020,2020,Douglas,2729,24,132,0
5/21/2020,2020,Douglas,2855,27,126,3
5/22/2020,2020,Douglas,2942,29,87,2
5/23/2020,2020,Douglas,3038,29,96,0
5/24/2020,2020,Douglas,3108,29,70,0
5/25/2020,2020,Douglas,3200,29,92,0
5/26/2020,2020,Douglas,3369,29,169,0
5/27/2020,2020,Douglas,3597,33,228,4
5/28/2020,2020,Douglas,3783,34,186,1
5/29/2020,2020,Douglas,3969,37,186,3
5/30/2020,2020,Douglas,4187,37,218,0
5/31/2020,2020,Douglas,4314,37,127,0
6/1/2020,2020,Douglas,4426,38,112,1
6/2/2020,2020,Douglas,4571,41,145,3
6/3/2020,2020,Douglas,4690,42,119,1
6/4/2020,2020,Douglas,4879,45,189,3
6/5/2020,2020,Douglas,5004,45,125,0
6/6/2020,2020,Douglas,5080,47,76,2
6/7/2020,2020,Douglas,5166,47,86,0
6/8/2020,2020,Douglas,5220,47,54,0
6/9/2020,2020,Douglas,5316,49,96,2
6/10/2020,2020,Douglas,5350,53,34,4
6/11/2020,2020,Douglas,5447,58,97,5
6/12/2020,2020,Douglas,5600,60,153,2
6/13/2020,2020,Douglas,5729,60,129,0
6/14/2020,2020,Douglas,5794,60,65,0
6/15/2020,2020,Douglas,5862,61,68,1
6/16/2020,2020,Douglas,5957,68,95,7
6/17/2020,2020,Douglas,6043,69,86,1
6/18/2020,2020,Douglas,6152,72,109,3
6/19/2020,2020,Douglas,6254,77,102,5
6/20/2020,2020,Douglas,6254,77,0,0
6/21/2020,2020,Douglas,6426,80,172,3
6/22/2020,2020,Douglas,6489,80,63,0
6/23/2020,2020,Douglas,6591,83,102,3
6/24/2020,2020,Douglas,6652,83,61,0
6/25/2020,2020,Douglas,6716,84,64,1
6/26/2020,2020,Douglas,6778,88,62,4
6/27/2020,2020,Douglas,6937,88,159,0
6/28/2020,2020,Douglas,7107,88,170,0
6/29/2020,2020,Douglas,7170,88,63,0
6/30/2020,2020,Douglas,7235,93,65,5
7/1/2020,2020,Douglas,7294,94,59,1
7/2/2020,2020,Douglas,7344,95,50,1
7/3/2020,2020,Douglas,7344,96,0,1
7/4/2020,2020,Douglas,7406,96,62,0
7/5/2020,2020,Douglas,7593,96,187,0
7/6/2020,2020,Douglas,7643,97,50,1
7/7/2020,2020,Douglas,7687,98,44,1
7/8/2020,2020,Douglas,7789,100,102,2
7/9/2020,2020,Douglas,7876,102,87,2
7/10/2020,2020,Douglas,7978,103,102,1
7/11/2020,2020,Douglas,8063,105,85,2
7/12/2020,2020,Douglas,8136,105,73,0
7/13/2020,2020,Douglas,8211,106,75,1
7/14/2020,2020,Douglas,8296,108,85,2
7/15/2020,2020,Douglas,8436,111,140,3
7/16/2020,2020,Douglas,8548,113,112,2
7/17/2020,2020,Douglas,8607,113,59,0
7/18/2020,2020,Douglas,8732,113,125,0
7/19/2020,2020,Douglas,8756,113,24,0
7/20/2020,2020,Douglas,8798,116,42,3
7/21/2020,2020,Douglas,8914,117,116,1
7/22/2020,2020,Douglas,9085,117,171,0
7/23/2020,2020,Douglas,9240,121,155,4
7/24/2020,2020,Douglas,9395,122,155,1
7/25/2020,2020,Douglas,9587,122,192,0
7/26/2020,2020,Douglas,9666,122,79,0
7/27/2020,2020,Douglas,9758,122,92,0
7/28/2020,2020,Douglas,9901,124,143,2
7/29/2020,2020,Douglas,10022,127,121,3
7/30/2020,2020,Douglas,10107,128,85,1
7/31/2020,2020,Douglas,10255,134,148,6
8/1/2020,2020,Douglas,10354,134,99,0
8/2/2020,2020,Douglas,10494,134,140,0
8/3/2020,2020,Douglas,10625,134,131,0
8/4/2020,2020,Douglas,10737,134,112,0
8/5/2020,2020,Douglas,10889,135,152,1
8/6/2020,2020,Douglas,11036,135,147,0
8/7/2020,2020,Douglas,11153,136,117,1
8/8/2020,2020,Douglas,11232,137,79,1
8/9/2020,2020,Douglas,11284,137,52,0
8/10/2020,2020,Douglas,11375,137,91,0
8/11/2020,2020,Douglas,11546,138,171,1
8/12/2020,2020,Douglas,11643,140,97,2
8/13/2020,2020,Douglas,11816,142,173,2
8/14/2020,2020,Douglas,11943,143,127,1
8/15/2020,2020,Douglas,12049,143,106,0
8/16/2020,2020,Douglas,12140,143,91,0
8/17/2020,2020,Douglas,12194,143,54,0
8/18/2020,2020,Douglas,12250,147,56,4
8/19/2020,2020,Douglas,12360,147,110,0
8/20/2020,2020,Douglas,12435,148,75,1
8/21/2020,2020,Douglas,12534,149,99,1
8/22/2020,2020,Douglas,12614,150,80,1
8/23/2020,2020,Douglas,12679,150,65,0
8/24/2020,2020,Douglas,12735,150,56,0
8/25/2020,2020,Douglas,12878,153,143,3
8/26/2020,2020,Douglas,12958,155,80,2
8/27/2020,2020,Douglas,13109,158,151,3
8/28/2020,2020,Douglas,13221,160,112,2
8/29/2020,2020,Douglas,13352,160,131,0
8/30/2020,2020,Douglas,13445,160,93,0
8/31/2020,2020,Douglas,13496,160,51,0
9/1/2020,2020,Douglas,13573,162,77,2
9/2/2020,2020,Douglas,13685,164,112,2
9/3/2020,2020,Douglas,13797,164,112,0
9/4/2020,2020,Douglas,13866,165,69,1
9/5/2020,2020,Douglas,13917,169,51,4
9/6/2020,2020,Douglas,13963,169,46,0
9/7/2020,2020,Douglas,13963,169,0,0
9/8/2020,2020,Douglas,14056,169,93,0
9/9/2020,2020,Douglas,14172,172,116,3
9/10/2020,2020,Douglas,14276,176,104,4
9/11/2020,2020,Douglas,14362,178,86,2
9/12/2020,2020,Douglas,14430,178,68,0
9/13/2020,2020,Douglas,14488,178,58,0
9/14/2020,2020,Douglas,14577,178,89,0
9/15/2020,2020,Douglas,14662,178,85,0
9/16/2020,2020,Douglas,14765,180,103,2
9/17/2020,2020,Douglas,14901,181,136,1
9/18/2020,2020,Douglas,15017,181,116,0
9/19/2020,2020,Douglas,15121,181,104,0
9/20/2020,2020,Douglas,15198,181,77,0
9/21/2020,2020,Douglas,15264,182,66,1
9/22/2020,2020,Douglas,15363,190,99,8
9/23/2020,2020,Douglas,15509,191,146,1
9/24/2020,2020,Douglas,15629,191,120,0
9/25/2020,2020,Douglas,15702,193,73,2
9/26/2020,2020,Douglas,15864,193,162,0
9/27/2020,2020,Douglas,16027,193,163,0
9/28/2020,2020,Douglas,16164,193,137,0
9/29/2020,2020,Douglas,16297,194,133,1
9/30/2020,2020,Douglas,16438,194,141,0
10/1/2020,2020,Douglas,16614,195,176,1
10/2/2020,2020,Douglas,16831,196,217,1
10/3/2020,2020,Douglas,16938,196,107,0
10/4/2020,2020,Douglas,17089,196,151,0
10/5/2020,2020,Douglas,17188,196,99,0
10/6/2020,2020,Douglas,17366,197,178,1
10/7/2020,2020,Douglas,17547,198,181,1
10/8/2020,2020,Douglas,17750,198,203,0
10/9/2020,2020,Douglas,17841,202,91,4
10/10/2020,2020,Douglas,18204,203,363,1
10/11/2020,2020,Douglas,18328,203,124,0
10/12/2020,2020,Douglas,18459,203,131,0
10/13/2020,2020,Douglas,18664,207,205,4
10/14/2020,2020,Douglas,18892,209,228,2
10/15/2020,2020,Douglas,19204,211,312,2
10/16/2020,2020,Douglas,19588,214,384,3
10/17/2020,2020,Douglas,19813,214,225,0
10/18/2020,2020,Douglas,20039,214,226,0
10/19/2020,2020,Douglas,20328,215,289,1
10/20/2020,2020,Douglas,20469,215,141,0
10/21/2020,2020,Douglas,20704,216,235,1
10/22/2020,2020,Douglas,21006,218,302,2
10/23/2020,2020,Douglas,21302,219,296,1
10/24/2020,2020,Douglas,21453,221,151,2
10/25/2020,2020,Douglas,21620,221,167,0
10/26/2020,2020,Douglas,21830,221,210,0
10/27/2020,2020,Douglas,22095,223,265,2
10/28/2020,2020,Douglas,22395,223,300,0
10/29/2020,2020,Douglas,22820,231,425,8
10/30/2020,2020,Douglas,23126,232,306,1
10/31/2020,2020,Douglas,23390,235,264,3
11/1/2020,2020,Douglas,23619,235,229,0
11/2/2020,2020,Douglas,23908,235,289,0
11/3/2020,2020,Douglas,24274,236,366,1
11/4/2020,2020,Douglas,24759,239,485,3
11/5/2020,2020,Douglas,25342,242,583,3
11/6/2020,2020,Douglas,25931,242,589,0
11/7/2020,2020,Douglas,26436,246,505,4
11/8/2020,2020,Douglas,26839,246,403,0
11/9/2020,2020,Douglas,27398,246,559,0
11/10/2020,2020,Douglas,28084,255,686,9
11/11/2020,2020,Douglas,28617,255,533,0
11/12/2020,2020,Douglas,29411,260,794,5
11/13/2020,2020,Douglas,30098,267,687,7
11/14/2020,2020,Douglas,30552,267,454,0
11/15/2020,2020,Douglas,30829,267,277,0
11/16/2020,2020,Douglas,32206,271,1377,4
11/17/2020,2020,Douglas,32983,275,777,4
11/18/2020,2020,Douglas,33903,280,920,5
11/19/2020,2020,Douglas,34694,281,791,1
11/20/2020,2020,Douglas,35272,295,578,14
11/21/2020,2020,Douglas,35675,298,403,3
11/22/2020,2020,Douglas,35868,298,193,0
11/23/2020,2020,Douglas,36398,302,530,4
11/24/2020,2020,Douglas,36939,310,541,8
11/25/2020,2020,Douglas,37684,314,745,4
11/26/2020,2020,Douglas,38845,314,1161,0
11/27/2020,2020,Douglas,39147,318,302,4
11/28/2020,2020,Douglas,39569,320,422,2
11/29/2020,2020,Douglas,39976,323,407,3
11/30/2020,2020,Douglas,40636,329,660,6
12/1/2020,2020,Douglas,41227,348,591,19
12/2/2020,2020,Douglas,41869,358,642,10
12/3/2020,2020,Douglas,42462,370,593,12
12/4/2020,2020,Douglas,42910,384,448,14
12/5/2020,2020,Douglas,43793,384,883,0
12/6/2020,2020,Douglas,44236,384,443,0
12/7/2020,2020,Douglas,44605,389,369,5
12/8/2020,2020,Douglas,45068,400,463,11
12/9/2020,2020,Douglas,45492,407,424,7
12/10/2020,2020,Douglas,46026,412,534,5
12/11/2020,2020,Douglas,46384,416,358,4
12/12/2020,2020,Douglas,46648,417,264,1
12/13/2020,2020,Douglas,47126,417,478,0
12/14/2020,2020,Douglas,47256,450,130,33
12/15/2020,2020,Douglas,47775,454,519,4
12/16/2020,2020,Douglas,48126,454,351,0
12/17/2020,2020,Douglas,48633,454,507,0
12/18/2020,2020,Douglas,49059,466,426,12
12/19/2020,2020,Douglas,49285,466,226,0
12/20/2020,2020,Douglas,49690,466,405,0
12/21/2020,2020,Douglas,49960,475,270,9
12/22/2020,2020,Douglas,50355,475,395,0
12/23/2020,2020,Douglas,50740,484,385,9
12/24/2020,2020,Douglas,50976,485,236,1
12/25/2020,2020,Douglas,51295,480,319,0
12/26/2020,2020,Douglas,51356,480,61,0
12/27/2020,2020,Douglas,51605,480,249,0
12/28/2020,2020,Douglas,51960,489,355,4
12/29/2020,2020,Douglas,52205,493,245,4
12/30/2020,2020,Douglas,52700,501,495,8
12/31/2020,2020,Douglas,53284,515,584,14
1/1/2021,2021,Douglas,53595,515,311,0
1/2/2021,2021,Douglas,53815,515,220,0
1/3/2021,2021,Douglas,54097,515,282,0
1/4/2021,2021,Douglas,54328,519,231,4
1/5/2021,2021,Douglas,54849,525,521,6
1/6/2021,2021,Douglas,55327,525,478,0
1/7/2021,2021,Douglas,55682,617,355,92
1/8/2021,2021,Douglas,56038,541,356,0
1/9/2021,2021,Douglas,56390,541,352,0
1/10/2021,2021,Douglas,56528,541,138,0
1/11/2021,2021,Douglas,56784,544,256,0
1/12/2021,2021,Douglas,57113,544,329,0
1/13/2021,2021,Douglas,57546,548,433,0
1/14/2021,2021,Douglas,57813,554,267,0
1/15/2021,2021,Douglas,58043,561,230,0
1/16/2021,2021,Douglas,58043,561,0,0
1/17/2021,2021,Douglas,58393,553,350,0
1/18/2021,2021,Douglas,58461,553,68,0
1/19/2021,2021,Douglas,58461,555,0,0
1/20/2021,2021,Douglas,59244,565,783,0
1/21/2021,2021,Douglas,59462,570,218,0
1/22/2021,2021,Douglas,59804,576,342,0
1/23/2021,2021,Douglas,59958,581,154,0
1/24/2021,2021,Douglas,60040,581,82,0
1/25/2021,2021,Douglas,60265,582,225,0
1/26/2021,2021,Douglas,60391,583,126,0
1/27/2021,2021,Douglas,60635,586,244,0
1/28/2021,2021,Douglas,60854,591,219,0
1/29/2021,2021,Douglas,60854,594,0,0
1/30/2021,2021,Douglas,61168,597,314,0
1/31/2021,2021,Douglas,61198,597,30,0
2/1/2021,2021,Douglas,61283,601,85,0
2/2/2021,2021,Douglas,61452,603,169,0
2/3/2021,2021,Douglas,61578,608,126,0
2/4/2021,2021,Douglas,61748,611,170,0
2/5/2021,2021,Douglas,61854,618,106,1
2/6/2021,2021,Douglas,61973,618,119,0
2/7/2021,2021,Douglas,62043,618,70,0
2/8/2021,2021,Douglas,62086,623,43,5
2/9/2021,2021,Douglas,62195,625,109,2
2/10/2021,2021,Douglas,62305,628,110,3
2/11/2021,2021,Douglas,62434,634,129,6
2/12/2021,2021,Douglas,62581,636,147,2
2/13/2021,2021,Douglas,62761,636,180,0
2/14/2021,2021,Douglas,62832,636,71,0
2/15/2021,2021,Douglas,62861,636,29,0
2/16/2021,2021,Douglas,62896,639,35,3
2/17/2021,2021,Douglas,63026,645,130,6
2/18/2021,2021,Douglas,63048,649,22,4
2/19/2021,2021,Douglas,63238,650,190,1
2/20/2021,2021,Douglas,63254,650,16,0
2/21/2021,2021,Douglas,63326,650,72,0
2/22/2021,2021,Douglas,63437,652,111,2
2/23/2021,2021,Douglas,63450,653,13,1
2/24/2021,2021,Douglas,63617,656,167,3
2/25/2021,2021,Douglas,63692,658,75,2
2/26/2021,2021,Douglas,63715,660,23,2
2/27/2021,2021,Douglas,63758,660,43,0
2/28/2021,2021,Douglas,63812,660,54,0
3/1/2021,2021,Douglas,63917,664,105,4
3/2/2021,2021,Douglas,64002,669,85,5
3/3/2021,2021,Douglas,64054,670,52,1
3/4/2021,2021,Douglas,64172,670,118,0
3/5/2021,2021,Douglas,64271,672,99,2
3/6/2021,2021,Douglas,64321,672,50,0
3/7/2021,2021,Douglas,64381,672,60,0
3/8/2021,2021,Douglas,64549,673,168,1
3/9/2021,2021,Douglas,64623,673,74,0
3/10/2021,2021,Douglas,64718,673,95,0
3/11/2021,2021,Douglas,64779,673,61,0
3/12/2021,2021,Douglas,64841,674,62,1
3/13/2021,2021,Douglas,64858,674,17,0
3/14/2021,2021,Douglas,64925,674,67,0
3/15/2021,2021,Douglas,65055,674,130,0
3/16/2021,2021,Douglas,65062,675,7,1
3/17/2021,2021,Douglas,65153,675,91,0
3/18/2021,2021,Douglas,65306,677,153,2
3/19/2021,2021,Douglas,65383,679,77,2
3/20/2021,2021,Douglas,65383,679,0,0
3/21/2021,2021,Douglas,65416,679,33,0
3/22/2021,2021,Douglas,65569,680,153,1
3/23/2021,2021,Douglas,65660,680,91,0
3/24/2021,2021,Douglas,65768,682,108,2
3/25/2021,2021,Douglas,65907,682,139,0
3/26/2021,2021,Douglas,65974,682,67,0
3/27/2021,2021,Douglas,66205,682,231,0
3/28/2021,2021,Douglas,66240,682,35,0
3/29/2021,2021,Douglas,66390,682,150,0
3/30/2021,2021,Douglas,66518,682,128,0
3/31/2021,2021,Douglas,66689,682,171,0
4/1/2021,2021,Douglas,66951,682,262,0
4/2/2021,2021,Douglas,67249,682,298,0
4/3/2021,2021,Douglas,67377,682,128,0
4/4/2021,2021,Douglas,67486,682,109,0
4/5/2021,2021,Douglas,67664,683,178,1
4/6/2021,2021,Douglas,67811,684,147,1
4/7/2021,2021,Douglas,67942,685,131,1
4/8/2021,2021,Douglas,68209,685,267,0
4/9/2021,2021,Douglas,68285,685,76,0
4/10/2021,2021,Douglas,68484,685,199,0
4/11/2021,2021,Douglas,68579,685,95,0
4/12/2021,2021,Douglas,68753,685,174,0
4/13/2021,2021,Douglas,68894,685,141,0
4/14/2021,2021,Douglas,69059,685,165,0
4/15/2021,2021,Douglas,69188,685,129,0
4/16/2021,2021,Douglas,69324,687,136,2
4/17/2021,2021,Douglas,69371,687,47,0
4/18/2021,2021,Douglas,69464,687,93,0
4/19/2021,2021,Douglas,69621,691,157,4
4/20/2021,2021,Douglas,69725,694,104,3
4/21/2021,2021,Douglas,69846,696,121,2
4/22/2021,2021,Douglas,69965,696,119,0
4/23/2021,2021,Douglas,70074,696,109,0
4/24/2021,2021,Douglas,70114,696,40,0
4/25/2021,2021,Douglas,70184,696,70,0
4/26/2021,2021,Douglas,70325,696,141,0
4/27/2021,2021,Douglas,70415,696,90,0
4/28/2021,2021,Douglas,70415,696,0,0
4/29/2021,2021,Douglas,70586,699,171,3
4/30/2021,2021,Douglas,70687,700,101,1
5/1/2021,2021,Douglas,70687,700,0,0
5/2/2021,2021,Douglas,70727,700,40,0
5/3/2021,2021,Douglas,70770,700,43,0
5/4/2021,2021,Douglas,70891,701,121,1
5/5/2021,2021,Douglas,70965,702,74,1
5/6/2021,2021,Douglas,71049,706,84,4
5/7/2021,2021,Douglas,71136,706,87,0
5/8/2021,2021,Douglas,71202,706,66,0
5/9/2021,2021,Douglas,71236,706,34,0
5/10/2021,2021,Douglas,71259,706,23,0
5/11/2021,2021,Douglas,71359,706,100,0
5/12/2021,2021,Douglas,71409,708,50,2
5/13/2021,2021,Douglas,71463,708,54,0
5/14/2021,2021,Douglas,71488,710,25,2
5/15/2021,2021,Douglas,71488,710,0,0
5/16/2021,2021,Douglas,71488,710,0,0
5/17/2021,2021,Douglas,71558,710,70,0
5/18/2021,2021,Douglas,71595,710,37,0
5/19/2021,2021,Douglas,71617,714,22,4
5/20/2021,2021,Douglas,71646,716,29,2
5/21/2021,2021,Douglas,71678,716,32,0
5/22/2021,2021,Douglas,71678,716,0,0
5/23/2021,2021,Douglas,71678,716,0,0
5/24/2021,2021,Douglas,71756,718,78,2
5/25/2021,2021,Douglas,71755,719,0,1
5/26/2021,2021,Douglas,71778,719,22,0
5/27/2021,2021,Douglas,71790,720,12,1
5/28/2021,2021,Douglas,71805,720,15,0
5/29/2021,2021,Douglas,71805,720,0,0
5/30/2021,2021,Douglas,71805,720,0,0
5/31/2021,2021,Douglas,71805,720,0,0
6/1/2021,2021,Douglas,71858,722,53,2
6/2/2021,2021,Douglas,71877,724,19,2
6/3/2021,2021,Douglas,71889,724,12,0
6/4/2021,2021,Douglas,71899,726,10,2
6/5/2021,2021,Douglas,71899,726,0,0
6/6/2021,2021,Douglas,71899,726,0,0
6/7/2021,2021,Douglas,71934,726,35,0
6/8/2021,2021,Douglas,71956,728,22,2
6/9/2021,2021,Douglas,71965,728,9,0
6/10/2021,2021,Douglas,71978,728,13,0
6/11/2021,2021,Douglas,72006,729,28,1
6/12/2021,2021,Douglas,72006,729,0,0
6/13/2021,2021,Douglas,72006,729,0,0
6/14/2021,2021,Douglas,72031,729,25,0
6/15/2021,2021,Douglas,72042,729,11,0
6/16/2021,2021,Douglas,72059,729,17,0
6/17/2021,2021,Douglas,72075,729,16,0
6/18/2021,2021,Douglas,72085,730,10,1
6/19/2021,2021,Douglas,72085,730,0,0
6/20/2021,2021,Douglas,72085,730,0,0
6/21/2021,2021,Douglas,72120,730,35,0
6/22/2021,2021,Douglas,72127,730,7,0
6/23/2021,2021,Douglas,72149,730,22,0
6/24/2021,2021,Douglas,72159,730,10,0
6/25/2021,2021,Douglas,72160,730,1,0
6/26/2021,2021,Douglas,72160,730,0,0
6/27/2021,2021,Douglas,72160,730,0,0
6/28/2021,2021,Douglas,72206,730,46,0
6/29/2021,2021,Douglas,72236,731,30,1
6/30/2021,2021,Douglas,72236,731,0,0
7/1/2021,2021,Douglas,72275,731,39,0
7/2/2021,2021,Douglas,72289,731,14,0
7/3/2021,2021,Douglas,72289,731,0,0
7/4/2021,2021,Douglas,72289,731,0,0
7/5/2021,2021,Douglas,72289,731,0,0
7/6/2021,2021,Douglas,72344,732,55,1
7/7/2021,2021,Douglas,72380,732,36,0
7/8/2021,2021,Douglas,72411,733,31,1
7/9/2021,2021,Douglas,72450,734,39,1
7/10/2021,2021,Douglas,72450,734,0,0
7/11/2021,2021,Douglas,72450,734,0,0
7/12/2021,2021,Douglas,72494,734,44,0
7/13/2021,2021,Douglas,72534,734,40,0
7/14/2021,2021,Douglas,72589,736,55,2
7/15/2021,2021,Douglas,72621,736,32,0
7/16/2021,2021,Douglas,72689,736,68,0
7/17/2021,2021,Douglas,72689,736,0,0
7/18/2021,2021,Douglas,72689,736,0,0
7/19/2021,2021,Douglas,72770,736,81,0
7/20/2021,2021,Douglas,72811,736,41,0
7/21/2021,2021,Douglas,72843,737,32,1
7/22/2021,2021,Douglas,72884,737,41,0
7/23/2021,2021,Douglas,72947,737,63,0
7/24/2021,2021,Douglas,72947,737,0,0
7/25/2021,2021,Douglas,72947,737,0,0
7/26/2021,2021,Douglas,73091,737,144,0
7/27/2021,2021,Douglas,73091,737,0,0
7/28/2021,2021,Douglas,73301,737,210,0
7/29/2021,2021,Douglas,73380,737,79,0
7/30/2021,2021,Douglas,73521,737,141,0
7/31/2021,2021,Douglas,73521,737,0,0
8/1/2021,2021,Douglas,73521,737,0,0
8/2/2021,2021,Douglas,73719,737,198,0
8/3/2021,2021,Douglas,73883,737,164,0
8/4/2021,2021,Douglas,73988,738,105,1
8/5/2021,2021,Douglas,74136,739,148,1
8/6/2021,2021,Douglas,74308,740,172,1
8/7/2021,2021,Douglas,74308,740,0,0
8/8/2021,2021,Douglas,74308,740,0,0
8/9/2021,2021,Douglas,74562,741,254,1
8/10/2021,2021,Douglas,74726,741,164,0
8/11/2021,2021,Douglas,74894,741,168,0
8/12/2021,2021,Douglas,75056,741,162,0
8/13/2021,2021,Douglas,75221,742,165,1
8/14/2021,2021,Douglas,75221,742,0,0
8/15/2021,2021,Douglas,75221,742,0,0
8/16/2021,2021,Douglas,75529,742,308,0
8/17/2021,2021,Douglas,75748,743,219,1
8/18/2021,2021,Douglas,75907,743,159,0
8/19/2021,2021,Douglas,76090,743,183,0
8/20/2021,2021,Douglas,76231,743,141,0
8/21/2021,2021,Douglas,76231,743,0,0
8/22/2021,2021,Douglas,76231,743,0,0
8/23/2021,2021,Douglas,76633,743,402,0
8/24/2021,2021,Douglas,76850,743,217,0
8/25/2021,2021,Douglas,77110,745,260,2
8/26/2021,2021,Douglas,77287,745,177,0
8/27/2021,2021,Douglas,77487,747,200,2
8/28/2021,2021,Douglas,77487,747,0,0
8/29/2021,2021,Douglas,77487,747,0,0
8/30/2021,2021,Douglas,77860,747,373,0
8/31/2021,2021,Douglas,78170,750,310,3
9/1/2021,2021,Douglas,78170,750,0,0
9/2/2021,2021,Douglas,78614,752,444,2
9/3/2021,2021,Douglas,78886,752,272,0
9/4/2021,2021,Douglas,78886,752,0,0
9/5/2021,2021,Douglas,78886,752,0,0
9/6/2021,2021,Douglas,78886,752,0,0
9/7/2021,2021,Douglas,79324,752,438,0
9/8/2021,2021,Douglas,79597,752,273,0
9/9/2021,2021,Douglas,79799,755,202,3
9/10/2021,2021,Douglas,80025,755,226,0
9/11/2021,2021,Douglas,80025,755,0,0
9/12/2021,2021,Douglas,80025,755,0,0
9/13/2021,2021,Douglas,80411,755,386,0
9/14/2021,2021,Douglas,80645,760,234,5
9/15/2021,2021,Douglas,80846,766,201,6
9/16/2021,2021,Douglas,80846,768,0,2
9/17/2021,2021,Douglas,81354,768,508,0
9/18/2021,2021,Douglas,81354,768,0,0
9/19/2021,2021,Douglas,81354,768,0,0
9/20/2021,2021,Douglas,81707,770,353,2
9/21/2021,2021,Douglas,81943,774,236,4
9/22/2021,2021,Douglas,82117,776,174,2
