"","sale_year","sale_month","ZCTA","year_month","variable","value"
"849",2018,"August","68111",2018-08-01,"Median monthly sale price",74.95
"850",2018,"August","68111",2018-08-01,"Mean monthly sale price",78.63
"851",2018,"August","68111",2018-08-01,"Sum of all sales",786.3
"852",2018,"August","68111",2018-08-01,"Total number of sales",10
"853",2018,"August","68112",2018-08-01,"Median monthly sale price",119.45
"854",2018,"August","68112",2018-08-01,"Mean monthly sale price",134.9875
"855",2018,"August","68112",2018-08-01,"Sum of all sales",1079.9
"856",2018,"August","68112",2018-08-01,"Total number of sales",8
"857",2018,"August","68114",2018-08-01,"Median monthly sale price",185
"858",2018,"August","68114",2018-08-01,"Mean monthly sale price",288.49180952381
"859",2018,"August","68114",2018-08-01,"Sum of all sales",6058.328
"860",2018,"August","68114",2018-08-01,"Total number of sales",21
"861",2018,"August","68116",2018-08-01,"Median monthly sale price",192.75
"862",2018,"August","68116",2018-08-01,"Mean monthly sale price",232.346822222222
"863",2018,"August","68116",2018-08-01,"Sum of all sales",20911.214
"864",2018,"August","68116",2018-08-01,"Total number of sales",90
"865",2018,"August","68117",2018-08-01,"Median monthly sale price",146.25
"866",2018,"August","68117",2018-08-01,"Mean monthly sale price",158.055
"867",2018,"August","68117",2018-08-01,"Sum of all sales",1580.55
"868",2018,"August","68117",2018-08-01,"Total number of sales",10
"869",2018,"August","68118",2018-08-01,"Median monthly sale price",275
"870",2018,"August","68118",2018-08-01,"Mean monthly sale price",329.005882352941
"871",2018,"August","68118",2018-08-01,"Sum of all sales",5593.1
"872",2018,"August","68118",2018-08-01,"Total number of sales",17
"873",2018,"August","68122",2018-08-01,"Median monthly sale price",180
"874",2018,"August","68122",2018-08-01,"Mean monthly sale price",196.058709677419
"875",2018,"August","68122",2018-08-01,"Sum of all sales",6077.82
"876",2018,"August","68122",2018-08-01,"Total number of sales",31
"877",2018,"August","68124",2018-08-01,"Median monthly sale price",189
"878",2018,"August","68124",2018-08-01,"Mean monthly sale price",330.270454545455
"879",2018,"August","68124",2018-08-01,"Sum of all sales",7265.95
"880",2018,"August","68124",2018-08-01,"Total number of sales",22
"881",2018,"August","68127",2018-08-01,"Median monthly sale price",172
"882",2018,"August","68127",2018-08-01,"Mean monthly sale price",171.02380952381
"883",2018,"August","68127",2018-08-01,"Sum of all sales",3591.5
"884",2018,"August","68127",2018-08-01,"Total number of sales",21
"885",2018,"August","68130",2018-08-01,"Median monthly sale price",364.1745
"886",2018,"August","68130",2018-08-01,"Mean monthly sale price",397.847447368421
"887",2018,"August","68130",2018-08-01,"Sum of all sales",15118.203
"888",2018,"August","68130",2018-08-01,"Total number of sales",38
"889",2018,"August","68131",2018-08-01,"Median monthly sale price",131.75
"890",2018,"August","68131",2018-08-01,"Mean monthly sale price",174.820833333333
"891",2018,"August","68131",2018-08-01,"Sum of all sales",2097.85
"892",2018,"August","68131",2018-08-01,"Total number of sales",12
"893",2018,"August","68132",2018-08-01,"Median monthly sale price",265
"894",2018,"August","68132",2018-08-01,"Mean monthly sale price",336.2
"895",2018,"August","68132",2018-08-01,"Sum of all sales",6387.8
"896",2018,"August","68132",2018-08-01,"Total number of sales",19
"897",2018,"August","68134",2018-08-01,"Median monthly sale price",160
"898",2018,"August","68134",2018-08-01,"Mean monthly sale price",164.157068181818
"899",2018,"August","68134",2018-08-01,"Sum of all sales",7222.911
"900",2018,"August","68134",2018-08-01,"Total number of sales",44
"901",2018,"August","68135",2018-08-01,"Median monthly sale price",235
"902",2018,"August","68135",2018-08-01,"Mean monthly sale price",247.221837837838
"903",2018,"August","68135",2018-08-01,"Sum of all sales",18294.416
"904",2018,"August","68135",2018-08-01,"Total number of sales",74
"905",2018,"August","68137",2018-08-01,"Median monthly sale price",178.25
"906",2018,"August","68137",2018-08-01,"Mean monthly sale price",184.091111111111
"907",2018,"August","68137",2018-08-01,"Sum of all sales",9940.92
"908",2018,"August","68137",2018-08-01,"Total number of sales",54
"909",2018,"August","68142",2018-08-01,"Median monthly sale price",202.285
"910",2018,"August","68142",2018-08-01,"Mean monthly sale price",241.13625
"911",2018,"August","68142",2018-08-01,"Sum of all sales",3858.18
"912",2018,"August","68142",2018-08-01,"Total number of sales",16
"913",2018,"August","68144",2018-08-01,"Median monthly sale price",174
"914",2018,"August","68144",2018-08-01,"Mean monthly sale price",201.33765625
"915",2018,"August","68144",2018-08-01,"Sum of all sales",6442.805
"916",2018,"August","68144",2018-08-01,"Total number of sales",32
"917",2018,"August","68152",2018-08-01,"Median monthly sale price",212
"918",2018,"August","68152",2018-08-01,"Mean monthly sale price",218.354545454545
"919",2018,"August","68152",2018-08-01,"Sum of all sales",2401.9
"920",2018,"August","68152",2018-08-01,"Total number of sales",11
"921",2018,"August","68154",2018-08-01,"Median monthly sale price",235.2
"922",2018,"August","68154",2018-08-01,"Mean monthly sale price",300.632352941176
"923",2018,"August","68154",2018-08-01,"Sum of all sales",10221.5
"924",2018,"August","68154",2018-08-01,"Total number of sales",34
"925",2018,"August","68164",2018-08-01,"Median monthly sale price",201.25
"926",2018,"August","68164",2018-08-01,"Mean monthly sale price",225.184259259259
"927",2018,"August","68164",2018-08-01,"Sum of all sales",12159.95
"928",2018,"August","68164",2018-08-01,"Total number of sales",54
"929",2018,"September","68007",2018-09-01,"Median monthly sale price",253.334
"930",2018,"September","68007",2018-09-01,"Mean monthly sale price",245.994917808219
"931",2018,"September","68007",2018-09-01,"Sum of all sales",17957.629
"932",2018,"September","68007",2018-09-01,"Total number of sales",73
"933",2018,"September","68022",2018-09-01,"Median monthly sale price",289
"934",2018,"September","68022",2018-09-01,"Mean monthly sale price",278.600129032258
"935",2018,"September","68022",2018-09-01,"Sum of all sales",25909.812
"936",2018,"September","68022",2018-09-01,"Total number of sales",93
"937",2018,"September","68102",2018-09-01,"Median monthly sale price",180
"938",2018,"September","68102",2018-09-01,"Mean monthly sale price",180
"939",2018,"September","68102",2018-09-01,"Sum of all sales",360
"940",2018,"September","68102",2018-09-01,"Total number of sales",2
"941",2018,"September","68104",2018-09-01,"Median monthly sale price",138.25
"942",2018,"September","68104",2018-09-01,"Mean monthly sale price",139.401418604651
"943",2018,"September","68104",2018-09-01,"Sum of all sales",5994.261
"944",2018,"September","68104",2018-09-01,"Total number of sales",43
"945",2018,"September","68105",2018-09-01,"Median monthly sale price",136.5
"946",2018,"September","68105",2018-09-01,"Mean monthly sale price",152.31975
"947",2018,"September","68105",2018-09-01,"Sum of all sales",3655.674
"948",2018,"September","68105",2018-09-01,"Total number of sales",24
"949",2018,"September","68106",2018-09-01,"Median monthly sale price",170
"950",2018,"September","68106",2018-09-01,"Mean monthly sale price",173.193103448276
"951",2018,"September","68106",2018-09-01,"Sum of all sales",5022.6
"952",2018,"September","68106",2018-09-01,"Total number of sales",29
"953",2018,"September","68107",2018-09-01,"Median monthly sale price",120
"954",2018,"September","68107",2018-09-01,"Mean monthly sale price",109.576
"955",2018,"September","68107",2018-09-01,"Sum of all sales",2739.4
"956",2018,"September","68107",2018-09-01,"Total number of sales",25
"957",2018,"September","68108",2018-09-01,"Median monthly sale price",142.2235
"958",2018,"September","68108",2018-09-01,"Mean monthly sale price",186.86225
"959",2018,"September","68108",2018-09-01,"Sum of all sales",2242.347
"960",2018,"September","68108",2018-09-01,"Total number of sales",12
"961",2018,"September","68110",2018-09-01,"Median monthly sale price",54
"962",2018,"September","68110",2018-09-01,"Mean monthly sale price",48.8333333333333
"963",2018,"September","68110",2018-09-01,"Sum of all sales",146.5
"964",2018,"September","68110",2018-09-01,"Total number of sales",3
"965",2018,"September","68111",2018-09-01,"Median monthly sale price",57.5
"966",2018,"September","68111",2018-09-01,"Mean monthly sale price",68.6666666666667
"967",2018,"September","68111",2018-09-01,"Sum of all sales",412
"968",2018,"September","68111",2018-09-01,"Total number of sales",6
"969",2018,"September","68112",2018-09-01,"Median monthly sale price",106
"970",2018,"September","68112",2018-09-01,"Mean monthly sale price",101.485714285714
"971",2018,"September","68112",2018-09-01,"Sum of all sales",710.4
"972",2018,"September","68112",2018-09-01,"Total number of sales",7
"973",2018,"September","68114",2018-09-01,"Median monthly sale price",163.5
"974",2018,"September","68114",2018-09-01,"Mean monthly sale price",221.15
"975",2018,"September","68114",2018-09-01,"Sum of all sales",4423
"976",2018,"September","68114",2018-09-01,"Total number of sales",20
"977",2018,"September","68116",2018-09-01,"Median monthly sale price",210
"978",2018,"September","68116",2018-09-01,"Mean monthly sale price",221.797696969697
"979",2018,"September","68116",2018-09-01,"Sum of all sales",14638.648
"980",2018,"September","68116",2018-09-01,"Total number of sales",66
"981",2018,"September","68117",2018-09-01,"Median monthly sale price",142.5
"982",2018,"September","68117",2018-09-01,"Mean monthly sale price",138.25
"983",2018,"September","68117",2018-09-01,"Sum of all sales",1935.5
"984",2018,"September","68117",2018-09-01,"Total number of sales",14
"985",2018,"September","68118",2018-09-01,"Median monthly sale price",281.05
"986",2018,"September","68118",2018-09-01,"Mean monthly sale price",289.205625
"987",2018,"September","68118",2018-09-01,"Sum of all sales",4627.29
"988",2018,"September","68118",2018-09-01,"Total number of sales",16
"989",2018,"September","68122",2018-09-01,"Median monthly sale price",181.985
"990",2018,"September","68122",2018-09-01,"Mean monthly sale price",204.818814814815
"991",2018,"September","68122",2018-09-01,"Sum of all sales",5530.108
"992",2018,"September","68122",2018-09-01,"Total number of sales",27
"993",2018,"September","68124",2018-09-01,"Median monthly sale price",199.5
"994",2018,"September","68124",2018-09-01,"Mean monthly sale price",253.7825
"995",2018,"September","68124",2018-09-01,"Sum of all sales",4060.52
"996",2018,"September","68124",2018-09-01,"Total number of sales",16
"997",2018,"September","68127",2018-09-01,"Median monthly sale price",171.175
"998",2018,"September","68127",2018-09-01,"Mean monthly sale price",187.272368421053
"999",2018,"September","68127",2018-09-01,"Sum of all sales",3558.175
"1000",2018,"September","68127",2018-09-01,"Total number of sales",19
"1001",2018,"September","68130",2018-09-01,"Median monthly sale price",295
"1002",2018,"September","68130",2018-09-01,"Mean monthly sale price",317.607407407407
"1003",2018,"September","68130",2018-09-01,"Sum of all sales",8575.4
"1004",2018,"September","68130",2018-09-01,"Total number of sales",27
"1005",2018,"September","68131",2018-09-01,"Median monthly sale price",133
"1006",2018,"September","68131",2018-09-01,"Mean monthly sale price",157.153333333333
"1007",2018,"September","68131",2018-09-01,"Sum of all sales",2357.3
"1008",2018,"September","68131",2018-09-01,"Total number of sales",15
"1009",2018,"September","68132",2018-09-01,"Median monthly sale price",173.25
"1010",2018,"September","68132",2018-09-01,"Mean monthly sale price",222.60945
"1011",2018,"September","68132",2018-09-01,"Sum of all sales",4452.189
"1012",2018,"September","68132",2018-09-01,"Total number of sales",20
"1013",2018,"September","68134",2018-09-01,"Median monthly sale price",157
"1014",2018,"September","68134",2018-09-01,"Mean monthly sale price",161.84
"1015",2018,"September","68134",2018-09-01,"Sum of all sales",7282.8
"1016",2018,"September","68134",2018-09-01,"Total number of sales",45
"1017",2018,"September","68135",2018-09-01,"Median monthly sale price",219
"1018",2018,"September","68135",2018-09-01,"Mean monthly sale price",243.305019607843
"1019",2018,"September","68135",2018-09-01,"Sum of all sales",12408.556
"1020",2018,"September","68135",2018-09-01,"Total number of sales",51
"1021",2018,"September","68137",2018-09-01,"Median monthly sale price",179.9
"1022",2018,"September","68137",2018-09-01,"Mean monthly sale price",195.998
"1023",2018,"September","68137",2018-09-01,"Sum of all sales",7251.926
"1024",2018,"September","68137",2018-09-01,"Total number of sales",37
"1025",2018,"September","68142",2018-09-01,"Median monthly sale price",200
"1026",2018,"September","68142",2018-09-01,"Mean monthly sale price",230.646
"1027",2018,"September","68142",2018-09-01,"Sum of all sales",3459.69
"1028",2018,"September","68142",2018-09-01,"Total number of sales",15
"1029",2018,"September","68144",2018-09-01,"Median monthly sale price",195
"1030",2018,"September","68144",2018-09-01,"Mean monthly sale price",219.597482758621
"1031",2018,"September","68144",2018-09-01,"Sum of all sales",6368.327
"1032",2018,"September","68144",2018-09-01,"Total number of sales",29
"1033",2018,"September","68152",2018-09-01,"Median monthly sale price",238.852
"1034",2018,"September","68152",2018-09-01,"Mean monthly sale price",262.284
"1035",2018,"September","68152",2018-09-01,"Sum of all sales",1573.704
"1036",2018,"September","68152",2018-09-01,"Total number of sales",6
"1037",2018,"September","68154",2018-09-01,"Median monthly sale price",247.2
"1038",2018,"September","68154",2018-09-01,"Mean monthly sale price",246.0675
"1039",2018,"September","68154",2018-09-01,"Sum of all sales",4921.35
"1040",2018,"September","68154",2018-09-01,"Total number of sales",20
"1041",2018,"September","68164",2018-09-01,"Median monthly sale price",186.95
"1042",2018,"September","68164",2018-09-01,"Mean monthly sale price",206.173611111111
"1043",2018,"September","68164",2018-09-01,"Sum of all sales",7422.25
"1044",2018,"September","68164",2018-09-01,"Total number of sales",36
"1045",2018,"October","68007",2018-10-01,"Median monthly sale price",233.5
"1046",2018,"October","68007",2018-10-01,"Mean monthly sale price",212.45338961039
"1047",2018,"October","68007",2018-10-01,"Sum of all sales",16358.911
"1048",2018,"October","68007",2018-10-01,"Total number of sales",77
"1049",2018,"October","68022",2018-10-01,"Median monthly sale price",290.967
"1050",2018,"October","68022",2018-10-01,"Mean monthly sale price",280.526333333333
"1051",2018,"October","68022",2018-10-01,"Sum of all sales",28613.686
"1052",2018,"October","68022",2018-10-01,"Total number of sales",102
"1053",2018,"October","68102",2018-10-01,"Median monthly sale price",239.75
"1054",2018,"October","68102",2018-10-01,"Mean monthly sale price",237.3125
"1055",2018,"October","68102",2018-10-01,"Sum of all sales",949.25
"1056",2018,"October","68102",2018-10-01,"Total number of sales",4
"1057",2018,"October","68104",2018-10-01,"Median monthly sale price",145
"1058",2018,"October","68104",2018-10-01,"Mean monthly sale price",170.473913043478
"1059",2018,"October","68104",2018-10-01,"Sum of all sales",7841.8
"1060",2018,"October","68104",2018-10-01,"Total number of sales",46
"1061",2018,"October","68105",2018-10-01,"Median monthly sale price",150.25
"1062",2018,"October","68105",2018-10-01,"Mean monthly sale price",157.321
"1063",2018,"October","68105",2018-10-01,"Sum of all sales",2831.778
"1064",2018,"October","68105",2018-10-01,"Total number of sales",18
"1065",2018,"October","68106",2018-10-01,"Median monthly sale price",153.75
"1066",2018,"October","68106",2018-10-01,"Mean monthly sale price",170.40625
"1067",2018,"October","68106",2018-10-01,"Sum of all sales",2726.5
"1068",2018,"October","68106",2018-10-01,"Total number of sales",16
"1069",2018,"October","68107",2018-10-01,"Median monthly sale price",132.75
"1070",2018,"October","68107",2018-10-01,"Mean monthly sale price",133.028571428571
"1071",2018,"October","68107",2018-10-01,"Sum of all sales",1862.4
"1072",2018,"October","68107",2018-10-01,"Total number of sales",14
"1073",2018,"October","68108",2018-10-01,"Median monthly sale price",120.5
"1074",2018,"October","68108",2018-10-01,"Mean monthly sale price",125.166666666667
"1075",2018,"October","68108",2018-10-01,"Sum of all sales",375.5
"1076",2018,"October","68108",2018-10-01,"Total number of sales",3
"1077",2018,"October","68110",2018-10-01,"Median monthly sale price",99.95
"1078",2018,"October","68110",2018-10-01,"Mean monthly sale price",99.95
"1079",2018,"October","68110",2018-10-01,"Sum of all sales",199.9
"1080",2018,"October","68110",2018-10-01,"Total number of sales",2
"1081",2018,"October","68111",2018-10-01,"Median monthly sale price",76
"1082",2018,"October","68111",2018-10-01,"Mean monthly sale price",75.4454545454545
"1083",2018,"October","68111",2018-10-01,"Sum of all sales",829.9
"1084",2018,"October","68111",2018-10-01,"Total number of sales",11
"1085",2018,"October","68112",2018-10-01,"Median monthly sale price",123
"1086",2018,"October","68112",2018-10-01,"Mean monthly sale price",124.333333333333
"1087",2018,"October","68112",2018-10-01,"Sum of all sales",1492
"1088",2018,"October","68112",2018-10-01,"Total number of sales",12
"1089",2018,"October","68114",2018-10-01,"Median monthly sale price",193.5
"1090",2018,"October","68114",2018-10-01,"Mean monthly sale price",259.958333333333
"1091",2018,"October","68114",2018-10-01,"Sum of all sales",6239
"1092",2018,"October","68114",2018-10-01,"Total number of sales",24
"1093",2018,"October","68116",2018-10-01,"Median monthly sale price",251
"1094",2018,"October","68116",2018-10-01,"Mean monthly sale price",258.5224
"1095",2018,"October","68116",2018-10-01,"Sum of all sales",16803.956
"1096",2018,"October","68116",2018-10-01,"Total number of sales",65
"1097",2018,"October","68117",2018-10-01,"Median monthly sale price",120.95
"1098",2018,"October","68117",2018-10-01,"Mean monthly sale price",123.483333333333
"1099",2018,"October","68117",2018-10-01,"Sum of all sales",740.9
"1100",2018,"October","68117",2018-10-01,"Total number of sales",6
"1101",2018,"October","68118",2018-10-01,"Median monthly sale price",267.475
"1102",2018,"October","68118",2018-10-01,"Mean monthly sale price",325.595
"1103",2018,"October","68118",2018-10-01,"Sum of all sales",3255.95
"1104",2018,"October","68118",2018-10-01,"Total number of sales",10
"1105",2018,"October","68122",2018-10-01,"Median monthly sale price",177
"1106",2018,"October","68122",2018-10-01,"Mean monthly sale price",183.391612903226
"1107",2018,"October","68122",2018-10-01,"Sum of all sales",5685.14
"1108",2018,"October","68122",2018-10-01,"Total number of sales",31
"1109",2018,"October","68124",2018-10-01,"Median monthly sale price",186
"1110",2018,"October","68124",2018-10-01,"Mean monthly sale price",237.84375
"1111",2018,"October","68124",2018-10-01,"Sum of all sales",3805.5
"1112",2018,"October","68124",2018-10-01,"Total number of sales",16
"1113",2018,"October","68127",2018-10-01,"Median monthly sale price",169.5
"1114",2018,"October","68127",2018-10-01,"Mean monthly sale price",183.388461538462
"1115",2018,"October","68127",2018-10-01,"Sum of all sales",2384.05
"1116",2018,"October","68127",2018-10-01,"Total number of sales",13
"1117",2018,"October","68130",2018-10-01,"Median monthly sale price",257.75
"1118",2018,"October","68130",2018-10-01,"Mean monthly sale price",314.596361111111
"1119",2018,"October","68130",2018-10-01,"Sum of all sales",11325.469
"1120",2018,"October","68130",2018-10-01,"Total number of sales",36
"1121",2018,"October","68131",2018-10-01,"Median monthly sale price",142.25
"1122",2018,"October","68131",2018-10-01,"Mean monthly sale price",174.305555555556
"1123",2018,"October","68131",2018-10-01,"Sum of all sales",1568.75
"1124",2018,"October","68131",2018-10-01,"Total number of sales",9
"1125",2018,"October","68132",2018-10-01,"Median monthly sale price",185
"1126",2018,"October","68132",2018-10-01,"Mean monthly sale price",262.507692307692
"1127",2018,"October","68132",2018-10-01,"Sum of all sales",3412.6
"1128",2018,"October","68132",2018-10-01,"Total number of sales",13
"1129",2018,"October","68134",2018-10-01,"Median monthly sale price",154
"1130",2018,"October","68134",2018-10-01,"Mean monthly sale price",170.93
"1131",2018,"October","68134",2018-10-01,"Sum of all sales",4273.25
"1132",2018,"October","68134",2018-10-01,"Total number of sales",25
"1133",2018,"October","68135",2018-10-01,"Median monthly sale price",245
"1134",2018,"October","68135",2018-10-01,"Mean monthly sale price",253.632981132075
"1135",2018,"October","68135",2018-10-01,"Sum of all sales",13442.548
"1136",2018,"October","68135",2018-10-01,"Total number of sales",53
"1137",2018,"October","68137",2018-10-01,"Median monthly sale price",185
"1138",2018,"October","68137",2018-10-01,"Mean monthly sale price",187.642121212121
"1139",2018,"October","68137",2018-10-01,"Sum of all sales",6192.19
"1140",2018,"October","68137",2018-10-01,"Total number of sales",33
"1141",2018,"October","68142",2018-10-01,"Median monthly sale price",217
"1142",2018,"October","68142",2018-10-01,"Mean monthly sale price",253.909090909091
"1143",2018,"October","68142",2018-10-01,"Sum of all sales",2793
"1144",2018,"October","68142",2018-10-01,"Total number of sales",11
"1145",2018,"October","68144",2018-10-01,"Median monthly sale price",200
"1146",2018,"October","68144",2018-10-01,"Mean monthly sale price",224.791666666667
"1147",2018,"October","68144",2018-10-01,"Sum of all sales",8092.5
"1148",2018,"October","68144",2018-10-01,"Total number of sales",36
"1149",2018,"October","68152",2018-10-01,"Median monthly sale price",254.45
"1150",2018,"October","68152",2018-10-01,"Mean monthly sale price",229.816666666667
"1151",2018,"October","68152",2018-10-01,"Sum of all sales",1378.9
"1152",2018,"October","68152",2018-10-01,"Total number of sales",6
"1153",2018,"October","68154",2018-10-01,"Median monthly sale price",202.5
"1154",2018,"October","68154",2018-10-01,"Mean monthly sale price",231.873076923077
"1155",2018,"October","68154",2018-10-01,"Sum of all sales",6028.7
"1156",2018,"October","68154",2018-10-01,"Total number of sales",26
"1157",2018,"October","68164",2018-10-01,"Median monthly sale price",185
"1158",2018,"October","68164",2018-10-01,"Mean monthly sale price",206.742222222222
"1159",2018,"October","68164",2018-10-01,"Sum of all sales",9303.4
"1160",2018,"October","68164",2018-10-01,"Total number of sales",45
"1161",2018,"November","68007",2018-11-01,"Median monthly sale price",255
"1162",2018,"November","68007",2018-11-01,"Mean monthly sale price",231.135228070175
"1163",2018,"November","68007",2018-11-01,"Sum of all sales",13174.708
"1164",2018,"November","68007",2018-11-01,"Total number of sales",57
"1165",2018,"November","68022",2018-11-01,"Median monthly sale price",223.5
"1166",2018,"November","68022",2018-11-01,"Mean monthly sale price",253.232043478261
"1167",2018,"November","68022",2018-11-01,"Sum of all sales",23297.348
"1168",2018,"November","68022",2018-11-01,"Total number of sales",92
"1169",2018,"November","68102",2018-11-01,"Median monthly sale price",283
"1170",2018,"November","68102",2018-11-01,"Mean monthly sale price",305
"1171",2018,"November","68102",2018-11-01,"Sum of all sales",1220
"1172",2018,"November","68102",2018-11-01,"Total number of sales",4
"1173",2018,"November","68104",2018-11-01,"Median monthly sale price",120
"1174",2018,"November","68104",2018-11-01,"Mean monthly sale price",135.795283018868
"1175",2018,"November","68104",2018-11-01,"Sum of all sales",7197.15
"1176",2018,"November","68104",2018-11-01,"Total number of sales",53
"1177",2018,"November","68105",2018-11-01,"Median monthly sale price",145
"1178",2018,"November","68105",2018-11-01,"Mean monthly sale price",154.322727272727
"1179",2018,"November","68105",2018-11-01,"Sum of all sales",3395.1
"1180",2018,"November","68105",2018-11-01,"Total number of sales",22
"1181",2018,"November","68106",2018-11-01,"Median monthly sale price",157
"1182",2018,"November","68106",2018-11-01,"Mean monthly sale price",164.1
"1183",2018,"November","68106",2018-11-01,"Sum of all sales",3117.9
"1184",2018,"November","68106",2018-11-01,"Total number of sales",19
"1185",2018,"November","68107",2018-11-01,"Median monthly sale price",107.5
"1186",2018,"November","68107",2018-11-01,"Mean monthly sale price",93.71875
"1187",2018,"November","68107",2018-11-01,"Sum of all sales",1499.5
"1188",2018,"November","68107",2018-11-01,"Total number of sales",16
"1189",2018,"November","68108",2018-11-01,"Median monthly sale price",140
"1190",2018,"November","68108",2018-11-01,"Mean monthly sale price",152.388888888889
"1191",2018,"November","68108",2018-11-01,"Sum of all sales",1371.5
"1192",2018,"November","68108",2018-11-01,"Total number of sales",9
"1193",2018,"November","68110",2018-11-01,"Median monthly sale price",92
"1194",2018,"November","68110",2018-11-01,"Mean monthly sale price",89
"1195",2018,"November","68110",2018-11-01,"Sum of all sales",267
"1196",2018,"November","68110",2018-11-01,"Total number of sales",3
"1197",2018,"November","68111",2018-11-01,"Median monthly sale price",65
"1198",2018,"November","68111",2018-11-01,"Mean monthly sale price",70.8555555555556
"1199",2018,"November","68111",2018-11-01,"Sum of all sales",637.7
"1200",2018,"November","68111",2018-11-01,"Total number of sales",9
"1201",2018,"November","68112",2018-11-01,"Median monthly sale price",125
"1202",2018,"November","68112",2018-11-01,"Mean monthly sale price",121.2
"1203",2018,"November","68112",2018-11-01,"Sum of all sales",1696.8
"1204",2018,"November","68112",2018-11-01,"Total number of sales",14
"1205",2018,"November","68114",2018-11-01,"Median monthly sale price",165
"1206",2018,"November","68114",2018-11-01,"Mean monthly sale price",314.159142857143
"1207",2018,"November","68114",2018-11-01,"Sum of all sales",6597.342
"1208",2018,"November","68114",2018-11-01,"Total number of sales",21
"1209",2018,"November","68116",2018-11-01,"Median monthly sale price",229.9
"1210",2018,"November","68116",2018-11-01,"Mean monthly sale price",233.939521126761
"1211",2018,"November","68116",2018-11-01,"Sum of all sales",16609.706
"1212",2018,"November","68116",2018-11-01,"Total number of sales",71
"1213",2018,"November","68117",2018-11-01,"Median monthly sale price",128.75
"1214",2018,"November","68117",2018-11-01,"Mean monthly sale price",113.627272727273
"1215",2018,"November","68117",2018-11-01,"Sum of all sales",1249.9
"1216",2018,"November","68117",2018-11-01,"Total number of sales",11
"1217",2018,"November","68118",2018-11-01,"Median monthly sale price",345
"1218",2018,"November","68118",2018-11-01,"Mean monthly sale price",378.445454545455
"1219",2018,"November","68118",2018-11-01,"Sum of all sales",4162.9
"1220",2018,"November","68118",2018-11-01,"Total number of sales",11
"1221",2018,"November","68122",2018-11-01,"Median monthly sale price",181.398
"1222",2018,"November","68122",2018-11-01,"Mean monthly sale price",179.978636363636
"1223",2018,"November","68122",2018-11-01,"Sum of all sales",3959.53
"1224",2018,"November","68122",2018-11-01,"Total number of sales",22
"1225",2018,"November","68124",2018-11-01,"Median monthly sale price",227
"1226",2018,"November","68124",2018-11-01,"Mean monthly sale price",331.264235294118
"1227",2018,"November","68124",2018-11-01,"Sum of all sales",5631.492
"1228",2018,"November","68124",2018-11-01,"Total number of sales",17
"1229",2018,"November","68127",2018-11-01,"Median monthly sale price",188
"1230",2018,"November","68127",2018-11-01,"Mean monthly sale price",207.253846153846
"1231",2018,"November","68127",2018-11-01,"Sum of all sales",2694.3
"1232",2018,"November","68127",2018-11-01,"Total number of sales",13
"1233",2018,"November","68130",2018-11-01,"Median monthly sale price",350
"1234",2018,"November","68130",2018-11-01,"Mean monthly sale price",390.087
"1235",2018,"November","68130",2018-11-01,"Sum of all sales",12092.697
"1236",2018,"November","68130",2018-11-01,"Total number of sales",31
"1237",2018,"November","68131",2018-11-01,"Median monthly sale price",107.5
"1238",2018,"November","68131",2018-11-01,"Mean monthly sale price",134.211111111111
"1239",2018,"November","68131",2018-11-01,"Sum of all sales",1207.9
"1240",2018,"November","68131",2018-11-01,"Total number of sales",9
"1241",2018,"November","68132",2018-11-01,"Median monthly sale price",265
"1242",2018,"November","68132",2018-11-01,"Mean monthly sale price",276.595714285714
"1243",2018,"November","68132",2018-11-01,"Sum of all sales",1936.17
"1244",2018,"November","68132",2018-11-01,"Total number of sales",7
"1245",2018,"November","68134",2018-11-01,"Median monthly sale price",159.25
"1246",2018,"November","68134",2018-11-01,"Mean monthly sale price",168.418181818182
"1247",2018,"November","68134",2018-11-01,"Sum of all sales",3705.2
"1248",2018,"November","68134",2018-11-01,"Total number of sales",22
"1249",2018,"November","68135",2018-11-01,"Median monthly sale price",235
"1250",2018,"November","68135",2018-11-01,"Mean monthly sale price",238.734186046512
"1251",2018,"November","68135",2018-11-01,"Sum of all sales",10265.57
"1252",2018,"November","68135",2018-11-01,"Total number of sales",43
"1253",2018,"November","68137",2018-11-01,"Median monthly sale price",187.5
"1254",2018,"November","68137",2018-11-01,"Mean monthly sale price",209.976666666667
"1255",2018,"November","68137",2018-11-01,"Sum of all sales",6299.3
"1256",2018,"November","68137",2018-11-01,"Total number of sales",30
"1257",2018,"November","68142",2018-11-01,"Median monthly sale price",240.25
"1258",2018,"November","68142",2018-11-01,"Mean monthly sale price",274.9087
"1259",2018,"November","68142",2018-11-01,"Sum of all sales",2749.087
"1260",2018,"November","68142",2018-11-01,"Total number of sales",10
"1261",2018,"November","68144",2018-11-01,"Median monthly sale price",191
"1262",2018,"November","68144",2018-11-01,"Mean monthly sale price",204.534615384615
"1263",2018,"November","68144",2018-11-01,"Sum of all sales",5317.9
"1264",2018,"November","68144",2018-11-01,"Total number of sales",26
"1265",2018,"November","68152",2018-11-01,"Median monthly sale price",225
"1266",2018,"November","68152",2018-11-01,"Mean monthly sale price",198.833333333333
"1267",2018,"November","68152",2018-11-01,"Sum of all sales",1789.5
"1268",2018,"November","68152",2018-11-01,"Total number of sales",9
"1269",2018,"November","68154",2018-11-01,"Median monthly sale price",214.9
